-939.859920662698,134.269869529201,1049.28916635083
-939.329638209656,132.527508321596,1049.20709041229
-938.146816834589,128.804891769897,1048.94909234263
-937.759555525313,127.508522947564,1048.90029464895
-937.088978778098,125.796246447453,1048.72001059918
-936.619591846633,124.879346808295,1048.59366596666
-936.208746988906,124.032248022685,1048.49548917417
-935.732920455798,123.359381175326,1048.35836329911
-935.124355215571,122.484654045498,1048.15383883287
-934.701474306579,122.09515712965,1048.02979238584
-934.076616022591,121.728489766604,1047.81573555079
-933.711029361112,121.634181217339,1047.65046119181
-933.284727244776,121.685882851623,1047.48757565156
-932.699720805837,121.914635010627,1047.22062624751
-932.328382988424,122.231728557285,1046.99847654101
-931.787164721511,122.907590331141,1046.6139334686
-931.435269822016,123.548402430814,1046.32418405738
-931.113101493988,124.240457553,1046.01137252133
-930.770575742722,125.034224896091,1045.64770529723
-930.330824275229,126.474283602578,1045.13464420502
-930.005935684386,127.485913127276,1044.75638046407
-929.654040746465,129.23910584035,1044.20571345203
-929.380881496356,130.545185918901,1043.7807460806
-929.166171829838,131.878157549231,1043.38155550368
-928.881019320525,134.101512717684,1042.71543868691
-928.691482560145,135.676028395905,1042.26220724967
-928.562933307903,137.247678624138,1041.79023677677
-928.466686340031,138.941372281697,1041.34280010546
-928.370857491062,141.578537166358,1040.6040967574
-928.322458831078,143.444968184822,1040.11365236146
-928.432747273642,146.27655118239,1039.4208832505
-928.516762921212,148.219554274717,1038.99871705245
-928.648823802108,150.227655597701,1038.53643657105
-928.812885756749,152.305511055579,1038.08799007169
-929.023646848889,154.349570232525,1037.67219563845
-929.458087294484,157.570961815845,1037.07502168208
-929.817863268938,159.684003562239,1036.76205705051
-930.484078916891,162.969724303239,1036.23137561363
-930.940980589757,165.231104253639,1035.9191074883
-931.457431541898,167.444789894739,1035.60752941557
-932.351112777814,170.802959331663,1035.25458657123
-933.01320089421,173.078270268404,1034.99060068869
-933.72399257172,175.364297115874,1034.79365455733
-934.843356161497,178.774299935822,1034.54301365822
-935.659186229044,181.069204207806,1034.36988589628
-937.010135273155,184.49318021635,1034.16888601411
-937.871660475808,186.757598862969,1034.10919284936
-938.793037497334,189.011897695492,1034.01131971361
-939.796092880616,191.256982541383,1033.99805854381
-941.297133635498,194.613075906376,1033.96717299258
-942.336688628268,196.791578048898,1033.93854790311
-943.432223605328,199.004228677897,1033.95817779124
-945.043551438384,202.187453231533,1033.97846403915
-946.178206454099,204.322713166713,1034.03812065708
-947.831879595478,207.354401237906,1034.11700024228
-949.642459370367,210.324581536472,1034.30775523669
-950.752905281285,212.299117790747,1034.38387935156
-951.967192070525,214.103207053806,1034.54503138546
-953.153152622489,215.936763711048,1034.62704191611
-954.972730123974,218.543499310203,1034.92453251701
-956.120300165234,220.234348512856,1035.14413184245
-957.88084817527,222.652915142989,1035.44894785922
-959.012296045706,224.147628758892,1035.67990699673
-960.165031682747,225.624008826725,1035.94779085627
-961.306055405229,227.012234514821,1036.24404820877
-962.977793111137,228.915923141157,1036.75479588689
-964.623865200807,230.765693090023,1037.27625078965
-965.631859335858,231.802666044658,1037.6095586291
-966.68044951447,232.874287551396,1038.00552690598
-967.74543323021,233.846415303665,1038.35755569265
-969.242602279668,235.191466499714,1038.9785173293
-970.250070093662,235.976406055042,1039.38202260202
-971.209152742041,236.80760692816,1039.76851241725
